customer_id,acquisition_channel,acquisition_date,age_group,gender,city,country,subscription_plan,first_purchase_value
CUST-005758,Google Ads,2024-11-13,25-34,Male,Manchester,United Kingdom,Premium,75.35
CUST-005523,Email,2024-11-13,55+,Male,Mumbai,India,Free,22.34
CUST-002139,Google Ads,2024-11-13,18-24,Male,New York,United States,Free,28.45
CUST-005078,Email,2024-11-13,35-44,Male,Delhi,India,Free,28.83
CUST-000405,Instagram,2024-11-13,25-34,Male,Melbourne,Australia,Free,35.81
CUST-000519,Instagram,2024-11-14,35-44,Female,Toronto,Canada,Free,23.32
CUST-004227,Email,2024-11-14,18-24,Female,Sydney,Australia,Basic,45.58
CUST-002595,Google Ads,2024-11-14,25-34,Male,Seattle,United States,Premium,84.64
CUST-002795,Email,2024-11-14,35-44,Male,New York,United States,Premium,108.33
CUST-003885,Email,2024-11-14,18-24,Male,Delhi,India,Basic,69.56
CUST-002376,Email,2024-11-14,55+,Male,Manchester,United Kingdom,Premium,91.9
CUST-000319,Google Ads,2024-11-14,25-34,Female,Seattle,United States,Basic,64.7
CUST-001676,Email,2024-11-14,45-54,Female,Los Angeles,United States,Premium,124.94
CUST-003762,Affiliate,2024-11-14,45-54,Female,Austin,United States,Free,10.13
CUST-003752,TikTok,2024-11-15,18-24,Other,Austin,United States,Free,23.01
CUST-005733,Email,2024-11-15,18-24,Male,Birmingham,United Kingdom,Free,26.18
CUST-000283,Email,2024-11-15,18-24,Male,Austin,United States,Premium,86.15
CUST-001776,Email,2024-11-15,18-24,Female,Pune,India,Basic,38.48
CUST-000999,Email,2024-11-15,35-44,Male,Los Angeles,United States,Enterprise,237.59
CUST-004383,Email,2024-11-15,35-44,Female,Austin,United States,Premium,49.92
CUST-005264,Email,2024-11-15,45-54,Female,Austin,United States,Free,22.82
CUST-005623,Email,2024-11-15,45-54,Male,Montreal,Canada,Premium,121.29
CUST-000616,Google Ads,2024-11-15,25-34,Male,Montreal,Canada,Premium,102.1
CUST-005168,Google Ads,2024-11-15,25-34,Female,London,United Kingdom,Basic,51.55
CUST-005337,Email,2024-11-15,35-44,Female,Austin,United States,Premium,104.12
CUST-004600,Email,2024-11-15,35-44,Female,Mumbai,India,Premium,64.71
CUST-002988,Google Ads,2024-11-15,25-34,Male,New York,United States,Free,18.73
CUST-004611,Email,2024-11-15,35-44,Female,Seattle,United States,Premium,100.44
CUST-001123,Email,2024-11-15,18-24,Male,London,United Kingdom,Enterprise,214.48
CUST-001356,Email,2024-11-15,25-34,Female,Austin,United States,Free,23.33
CUST-004938,Email,2024-11-16,18-24,Female,Melbourne,Australia,Free,21.74
CUST-001636,Email,2024-11-16,25-34,Male,Chicago,United States,Enterprise,151.52
CUST-005957,TikTok,2024-11-16,18-24,Female,Melbourne,Australia,Free,12.05
CUST-005627,Affiliate,2024-11-16,25-34,Male,New York,United States,Premium,77.05
CUST-001852,Email,2024-11-16,25-34,Male,Delhi,India,Premium,89.43
CUST-005757,Google Ads,2024-11-16,18-24,Female,Los Angeles,United States,Premium,42.54
CUST-000712,Email,2024-11-16,18-24,Female,Birmingham,United Kingdom,Free,24.22
CUST-004897,Google Ads,2024-11-16,18-24,Male,Pune,India,Free,17.8
CUST-002383,Email,2024-11-16,25-34,Male,Seattle,United States,Free,20.0
CUST-003912,Google Ads,2024-11-16,35-44,Female,Chicago,United States,Premium,73.54
CUST-005502,Instagram,2024-11-16,35-44,Female,Melbourne,Australia,Free,22.75
CUST-002533,Email,2024-11-16,35-44,Female,Sydney,Australia,Free,23.53
CUST-001983,Organic,2024-11-16,55+,Male,Austin,United States,Free,18.68
CUST-002918,Email,2024-11-16,55+,Female,Delhi,India,Basic,62.49
CUST-003900,Instagram,2024-11-16,18-24,Male,Vancouver,Canada,Basic,42.13
CUST-003372,Email,2024-11-16,35-44,Female,Los Angeles,United States,Enterprise,238.0
CUST-004388,TikTok,2024-11-16,18-24,Male,New York,United States,Free,19.13
CUST-001465,Google Ads,2024-11-17,18-24,Male,Pune,India,Premium,105.07
CUST-000323,Email,2024-11-17,45-54,Female,Seattle,United States,Basic,52.64
CUST-002895,Email,2024-11-17,18-24,Female,Delhi,India,Free,17.94
CUST-000167,Email,2024-11-17,25-34,Male,Melbourne,Australia,Free,28.9
CUST-004424,Email,2024-11-17,55+,Female,Birmingham,United Kingdom,Premium,113.95
CUST-004924,Google Ads,2024-11-17,35-44,Female,Birmingham,United Kingdom,Enterprise,260.66
CUST-004780,Google Ads,2024-11-17,18-24,Female,Chicago,United States,Free,18.37
CUST-000741,Google Ads,2024-11-17,35-44,Female,Los Angeles,United States,Basic,64.74
CUST-005666,Email,2024-11-17,55+,Male,Sydney,Australia,Premium,102.99
CUST-001911,Google Ads,2024-11-17,25-34,Male,Vancouver,Canada,Free,21.14
CUST-005153,Email,2024-11-17,25-34,Male,Chicago,United States,Basic,42.77
CUST-003337,Email,2024-11-17,25-34,Female,Austin,United States,Free,18.85
CUST-003106,Google Ads,2024-11-17,18-24,Male,Montreal,Canada,Basic,47.82
CUST-004731,Email,2024-11-17,18-24,Male,Birmingham,United Kingdom,Basic,31.07
CUST-003282,Email,2024-11-17,45-54,Male,Birmingham,United Kingdom,Basic,68.52
CUST-002439,Email,2024-11-18,25-34,Male,Mumbai,India,Premium,87.2
CUST-001875,Email,2024-11-18,18-24,Female,Manchester,United Kingdom,Basic,49.93
CUST-004478,Affiliate,2024-11-18,25-34,Male,Los Angeles,United States,Enterprise,285.49
CUST-002727,Affiliate,2024-11-18,18-24,Female,Delhi,India,Premium,107.53
CUST-000929,Google Ads,2024-11-18,55+,Female,New York,United States,Premium,91.6
CUST-005049,Affiliate,2024-11-18,18-24,Female,Bengaluru,India,Premium,115.26
CUST-001013,Email,2024-11-18,35-44,Male,Pune,India,Free,22.46
CUST-001967,Email,2024-11-18,25-34,Female,Los Angeles,United States,Basic,34.16
CUST-002185,Email,2024-11-18,18-24,Female,Pune,India,Basic,52.34
CUST-000129,Google Ads,2024-11-18,55+,Male,Austin,United States,Basic,41.67
CUST-003242,Email,2024-11-18,55+,Male,Delhi,India,Premium,98.3
CUST-004131,Email,2024-11-18,18-24,Male,Delhi,India,Basic,48.73
CUST-002560,TikTok,2024-11-18,25-34,Male,Birmingham,United Kingdom,Free,19.08
CUST-003592,Google Ads,2024-11-18,25-34,Female,New York,United States,Free,23.68
CUST-005812,Instagram,2024-11-18,18-24,Male,Delhi,India,Basic,38.07
CUST-002155,Email,2024-11-18,35-44,Male,Austin,United States,Premium,98.76
CUST-001181,Google Ads,2024-11-18,25-34,Female,Melbourne,Australia,Basic,58.65
CUST-003260,Google Ads,2024-11-19,45-54,Male,Seattle,United States,Enterprise,206.44
CUST-003088,Email,2024-11-19,45-54,Female,Los Angeles,United States,Enterprise,200.93
CUST-005191,Google Ads,2024-11-19,25-34,Male,Pune,India,Premium,99.08
CUST-002221,Google Ads,2024-11-19,18-24,Male,Vancouver,Canada,Free,20.93
CUST-001830,Google Ads,2024-11-19,35-44,Female,Melbourne,Australia,Basic,50.73
CUST-000879,Google Ads,2024-11-19,25-34,Other,Pune,India,Basic,53.09
CUST-002414,Google Ads,2024-11-19,45-54,Female,Delhi,India,Basic,41.73
CUST-004544,Email,2024-11-19,55+,Male,Birmingham,United Kingdom,Enterprise,212.52
CUST-003339,Instagram,2024-11-19,35-44,Female,Bengaluru,India,Basic,41.44
CUST-002033,Email,2024-11-19,55+,Male,London,United Kingdom,Premium,50.06
CUST-005136,Email,2024-11-19,18-24,Male,Sydney,Australia,Free,31.78
CUST-003794,TikTok,2024-11-19,25-34,Female,Birmingham,United Kingdom,Enterprise,191.98
CUST-003801,Email,2024-11-19,25-34,Male,Birmingham,United Kingdom,Premium,107.3
CUST-001773,TikTok,2024-11-19,18-24,Female,Vancouver,Canada,Free,22.22
CUST-004299,Google Ads,2024-11-19,25-34,Female,London,United Kingdom,Basic,36.0
CUST-000848,Google Ads,2024-11-19,18-24,Other,Sydney,Australia,Free,26.95
CUST-005519,Email,2024-11-20,35-44,Male,Austin,United States,Basic,52.4
CUST-000949,Google Ads,2024-11-20,18-24,Male,Austin,United States,Free,23.03
CUST-000481,Google Ads,2024-11-20,18-24,Female,Montreal,Canada,Premium,75.66
CUST-005365,Google Ads,2024-11-20,35-44,Female,Manchester,United Kingdom,Premium,92.23
CUST-002547,Google Ads,2024-11-20,45-54,Male,Los Angeles,United States,Premium,116.88
CUST-004225,TikTok,2024-11-20,45-54,Male,Chicago,United States,Enterprise,199.07
CUST-001439,Email,2024-11-20,18-24,Male,London,United Kingdom,Premium,109.44
CUST-004646,TikTok,2024-11-20,25-34,Male,Delhi,India,Basic,58.31
CUST-005853,Email,2024-11-20,45-54,Male,Pune,India,Premium,111.54
CUST-000257,Google Ads,2024-11-20,25-34,Female,Pune,India,Basic,62.03
CUST-002859,Email,2024-11-20,35-44,Male,Pune,India,Basic,59.95
CUST-005246,Google Ads,2024-11-20,55+,Female,London,United Kingdom,Free,20.43
CUST-000372,Google Ads,2024-11-21,35-44,Male,Melbourne,Australia,Premium,64.26
CUST-005343,Email,2024-11-21,35-44,Female,Montreal,Canada,Free,36.02
CUST-005069,Email,2024-11-21,25-34,Male,Delhi,India,Basic,50.21
CUST-002005,Instagram,2024-11-21,35-44,Male,London,United Kingdom,Basic,62.13
CUST-005683,Email,2024-11-21,55+,Female,Manchester,United Kingdom,Free,23.94
CUST-004798,Email,2024-11-21,25-34,Male,Mumbai,India,Basic,40.92
CUST-005612,Google Ads,2024-11-21,18-24,Male,Los Angeles,United States,Premium,99.0
CUST-003925,Affiliate,2024-11-21,25-34,Male,Vancouver,Canada,Premium,58.66
CUST-003173,Email,2024-11-21,35-44,Male,New York,United States,Premium,109.57
CUST-002808,Google Ads,2024-11-21,35-44,Female,Los Angeles,United States,Basic,63.78
CUST-003984,Google Ads,2024-11-21,25-34,Female,Los Angeles,United States,Premium,108.46
CUST-002219,Affiliate,2024-11-21,35-44,Male,Austin,United States,Premium,56.56
CUST-004045,Email,2024-11-21,35-44,Male,London,United Kingdom,Basic,49.43
CUST-005228,Facebook,2024-11-21,25-34,Male,Birmingham,United Kingdom,Free,20.99
CUST-002322,Affiliate,2024-11-21,25-34,Male,Mumbai,India,Free,28.86
CUST-003330,Email,2024-11-21,18-24,Male,Delhi,India,Basic,57.85
CUST-004523,Google Ads,2024-11-21,45-54,Male,Manchester,United Kingdom,Basic,34.96
CUST-001352,Google Ads,2024-11-21,35-44,Male,Los Angeles,United States,Enterprise,307.51
CUST-004275,Google Ads,2024-11-21,55+,Male,Bengaluru,India,Premium,103.05
CUST-002369,Facebook,2024-11-21,35-44,Female,Montreal,Canada,Free,27.09
CUST-003597,Google Ads,2024-11-21,25-34,Male,Sydney,Australia,Premium,78.82
CUST-001396,Email,2024-11-21,25-34,Female,Delhi,India,Free,19.76
CUST-000757,Email,2024-11-22,25-34,Male,Bengaluru,India,Enterprise,145.48
CUST-000376,Email,2024-11-22,45-54,Female,Birmingham,United Kingdom,Premium,71.16
CUST-004828,Email,2024-11-22,25-34,Female,Manchester,United Kingdom,Premium,135.13
CUST-001249,Organic,2024-11-22,18-24,Female,New York,United States,Enterprise,176.83
CUST-000934,Email,2024-11-22,55+,Other,Delhi,India,Premium,70.51
CUST-004014,TikTok,2024-11-22,18-24,Female,Bengaluru,India,Free,19.44
CUST-001057,Google Ads,2024-11-22,25-34,Male,Vancouver,Canada,Basic,66.48
CUST-000876,Email,2024-11-22,25-34,Female,Seattle,United States,Basic,43.82
CUST-001259,Google Ads,2024-11-22,35-44,Female,Mumbai,India,Enterprise,71.47
CUST-005872,Facebook,2024-11-22,45-54,Female,Pune,India,Free,21.9
CUST-004634,Email,2024-11-22,18-24,Male,London,United Kingdom,Premium,84.22
CUST-000928,Email,2024-11-22,25-34,Female,Toronto,Canada,Free,20.88
CUST-003124,Instagram,2024-11-22,25-34,Female,Chicago,United States,Premium,135.71
CUST-000931,Email,2024-11-22,35-44,Female,Manchester,United Kingdom,Premium,76.27
CUST-004727,Facebook,2024-11-22,25-34,Male,Birmingham,United Kingdom,Free,16.3
CUST-004893,Google Ads,2024-11-22,25-34,Male,London,United Kingdom,Basic,64.55
CUST-004195,Email,2024-11-22,18-24,Other,New York,United States,Basic,34.65
CUST-002687,Email,2024-11-22,25-34,Female,Austin,United States,Premium,121.02
CUST-003951,Email,2024-11-23,25-34,Female,Sydney,Australia,Basic,58.43
CUST-004618,Email,2024-11-23,25-34,Male,New York,United States,Free,14.88
CUST-004794,Facebook,2024-11-23,25-34,Female,Los Angeles,United States,Premium,102.23
CUST-004551,Email,2024-11-23,18-24,Male,Manchester,United Kingdom,Premium,111.72
CUST-003623,Affiliate,2024-11-23,25-34,Male,Pune,India,Enterprise,152.71
CUST-005174,Email,2024-11-23,25-34,Male,Austin,United States,Enterprise,137.71
CUST-005619,Facebook,2024-11-23,25-34,Male,London,United Kingdom,Basic,47.35
CUST-005931,Email,2024-11-23,35-44,Female,New York,United States,Premium,127.99
CUST-004243,Email,2024-11-23,25-34,Female,Birmingham,United Kingdom,Premium,58.9
CUST-004203,Email,2024-11-23,18-24,Male,Birmingham,United Kingdom,Free,27.02
CUST-002695,Email,2024-11-23,55+,Female,Delhi,India,Enterprise,201.4
CUST-000837,Google Ads,2024-11-23,35-44,Female,Bengaluru,India,Enterprise,119.02
CUST-000864,Email,2024-11-23,25-34,Male,Mumbai,India,Premium,87.3
CUST-005201,Google Ads,2024-11-23,35-44,Female,Austin,United States,Enterprise,206.71
CUST-002928,Email,2024-11-23,45-54,Female,Seattle,United States,Enterprise,230.92
CUST-001237,Instagram,2024-11-23,25-34,Female,Chicago,United States,Basic,67.09
CUST-004398,Email,2024-11-23,45-54,Female,Manchester,United Kingdom,Free,11.79
CUST-000152,Facebook,2024-11-23,25-34,Female,Vancouver,Canada,Basic,61.75
CUST-001377,Google Ads,2024-11-23,18-24,Male,Chicago,United States,Free,29.95
CUST-000885,Email,2024-11-23,25-34,Female,New York,United States,Enterprise,198.15
CUST-002964,Google Ads,2024-11-23,35-44,Male,Chicago,United States,Basic,58.62
CUST-001293,Email,2024-11-23,25-34,Female,Mumbai,India,Basic,30.61
CUST-001645,Google Ads,2024-11-23,25-34,Male,Manchester,United Kingdom,Basic,48.75
CUST-001667,Google Ads,2024-11-23,25-34,Female,London,United Kingdom,Basic,41.54
CUST-005505,Organic,2024-11-24,18-24,Male,Sydney,Australia,Free,22.29
CUST-001022,Organic,2024-11-24,55+,Male,Bengaluru,India,Premium,108.92
CUST-002194,Google Ads,2024-11-24,25-34,Male,Los Angeles,United States,Basic,45.9
CUST-000016,Organic,2024-11-24,18-24,Male,New York,United States,Free,12.39
CUST-003670,Google Ads,2024-11-24,25-34,Female,Melbourne,Australia,Basic,60.58
CUST-003238,Facebook,2024-11-24,18-24,Female,Chicago,United States,Premium,92.16
CUST-004814,Facebook,2024-11-24,45-54,Female,Pune,India,Free,23.32
CUST-003066,Email,2024-11-24,18-24,Female,Melbourne,Australia,Premium,140.08
CUST-002288,Email,2024-11-24,25-34,Other,Austin,United States,Basic,41.4
CUST-000875,Facebook,2024-11-24,25-34,Male,Austin,United States,Premium,114.14
CUST-002320,Email,2024-11-24,25-34,Male,Birmingham,United Kingdom,Free,19.69
CUST-000124,Email,2024-11-24,35-44,Male,Sydney,Australia,Basic,58.89
CUST-001515,Google Ads,2024-11-24,25-34,Female,Birmingham,United Kingdom,Basic,65.78
CUST-000349,Facebook,2024-11-24,25-34,Male,New York,United States,Premium,128.13
CUST-001301,Google Ads,2024-11-24,18-24,Male,Pune,India,Premium,66.16
CUST-000093,Email,2024-11-24,25-34,Female,Los Angeles,United States,Premium,80.41
CUST-002475,Google Ads,2024-11-24,18-24,Male,Austin,United States,Free,16.37
CUST-000639,Email,2024-11-24,35-44,Female,Bengaluru,India,Premium,95.69
CUST-002590,Facebook,2024-11-25,35-44,Male,Seattle,United States,Basic,53.21
CUST-004501,Facebook,2024-11-25,25-34,Male,Pune,India,Basic,47.24
CUST-005214,TikTok,2024-11-25,25-34,Female,Melbourne,Australia,Free,17.86
CUST-004674,Email,2024-11-25,18-24,Female,Mumbai,India,Enterprise,353.92
CUST-001422,Instagram,2024-11-25,35-44,Other,Toronto,Canada,Premium,62.68
CUST-002451,Google Ads,2024-11-25,25-34,Other,Melbourne,Australia,Free,27.96
CUST-005063,Email,2024-11-25,35-44,Female,Delhi,India,Basic,54.39
CUST-004892,Email,2024-11-25,25-34,Male,Birmingham,United Kingdom,Basic,39.03
CUST-000173,Email,2024-11-25,35-44,Female,Mumbai,India,Premium,81.46
CUST-000268,Google Ads,2024-11-25,18-24,Female,Pune,India,Premium,78.62
CUST-005185,Instagram,2024-11-25,35-44,Male,Los Angeles,United States,Premium,121.12
CUST-000700,Email,2024-11-25,45-54,Female,Sydney,Australia,Premium,98.92
CUST-000467,Email,2024-11-25,35-44,Male,Pune,India,Free,24.06
CUST-004536,Facebook,2024-11-25,45-54,Male,Toronto,Canada,Basic,56.86
CUST-005960,Google Ads,2024-11-25,25-34,Male,Delhi,India,Free,22.68
CUST-005713,Google Ads,2024-11-25,35-44,Male,Bengaluru,India,Basic,72.84
CUST-001180,Facebook,2024-11-26,45-54,Male,Mumbai,India,Free,30.75
CUST-002070,Google Ads,2024-11-26,18-24,Female,Manchester,United Kingdom,Free,29.21
CUST-001556,Facebook,2024-11-26,18-24,Male,Vancouver,Canada,Premium,76.13
CUST-002557,Google Ads,2024-11-26,18-24,Male,Sydney,Australia,Enterprise,152.69
CUST-004768,Google Ads,2024-11-26,25-34,Male,New York,United States,Free,16.88
CUST-005321,Google Ads,2024-11-26,35-44,Other,London,United Kingdom,Free,25.19
CUST-005552,Google Ads,2024-11-26,18-24,Male,Los Angeles,United States,Free,21.94
CUST-003852,Google Ads,2024-11-26,35-44,Male,Manchester,United Kingdom,Free,18.97
CUST-002627,Google Ads,2024-11-26,18-24,Male,Mumbai,India,Basic,38.41
CUST-001087,Google Ads,2024-11-26,35-44,Male,Toronto,Canada,Premium,120.69
CUST-005372,Facebook,2024-11-26,45-54,Male,Vancouver,Canada,Free,14.87
CUST-001408,Email,2024-11-26,18-24,Male,Los Angeles,United States,Enterprise,223.36
CUST-002897,Email,2024-11-26,25-34,Male,Birmingham,United Kingdom,Premium,111.11
CUST-000768,Instagram,2024-11-26,25-34,Male,Seattle,United States,Free,11.74
CUST-002521,Instagram,2024-11-26,55+,Female,Pune,India,Free,20.17
CUST-004220,Facebook,2024-11-26,18-24,Other,Sydney,Australia,Premium,83.45
CUST-003927,Google Ads,2024-11-26,25-34,Female,Seattle,United States,Premium,73.64
CUST-005684,Instagram,2024-11-26,35-44,Female,Los Angeles,United States,Premium,108.58
CUST-000784,Facebook,2024-11-26,25-34,Female,Seattle,United States,Premium,116.99
CUST-005306,Email,2024-11-26,18-24,Female,Bengaluru,India,Basic,43.12
CUST-001494,Google Ads,2024-11-26,25-34,Male,Austin,United States,Basic,29.95
CUST-001892,Email,2024-11-26,18-24,Female,London,United Kingdom,Premium,90.86
CUST-005978,Email,2024-11-26,25-34,Male,Sydney,Australia,Premium,117.88
CUST-003315,Google Ads,2024-11-26,25-34,Female,Bengaluru,India,Basic,64.81
CUST-002381,Facebook,2024-11-27,35-44,Male,Seattle,United States,Premium,119.96
CUST-002485,Google Ads,2024-11-27,45-54,Male,Birmingham,United Kingdom,Basic,64.48
CUST-005110,Email,2024-11-27,18-24,Female,Bengaluru,India,Premium,52.46
CUST-005938,Email,2024-11-27,55+,Female,Los Angeles,United States,Basic,29.14
CUST-005361,Email,2024-11-27,25-34,Male,Delhi,India,Enterprise,161.83
CUST-004740,Google Ads,2024-11-27,35-44,Female,London,United Kingdom,Basic,51.59
CUST-001970,Google Ads,2024-11-27,25-34,Female,Montreal,Canada,Enterprise,186.88
CUST-004322,Google Ads,2024-11-27,18-24,Female,New York,United States,Basic,40.21
CUST-005649,Email,2024-11-27,25-34,Male,Chicago,United States,Basic,44.29
CUST-001658,Email,2024-11-27,25-34,Male,Chicago,United States,Basic,52.69
CUST-004166,Email,2024-11-27,35-44,Male,Manchester,United Kingdom,Free,20.12
CUST-000288,Email,2024-11-27,35-44,Female,Manchester,United Kingdom,Basic,39.79
CUST-003237,Facebook,2024-11-27,18-24,Male,Chicago,United States,Basic,54.05
CUST-002456,Email,2024-11-27,18-24,Male,Chicago,United States,Free,24.67
CUST-000198,Email,2024-11-27,25-34,Male,Montreal,Canada,Premium,80.43
CUST-005677,Affiliate,2024-11-27,45-54,Female,Seattle,United States,Enterprise,109.88
CUST-005164,Google Ads,2024-11-27,35-44,Male,Austin,United States,Free,25.12
CUST-004303,TikTok,2024-11-28,35-44,Female,Birmingham,United Kingdom,Premium,131.4
CUST-004515,Email,2024-11-28,45-54,Male,London,United Kingdom,Premium,109.91
CUST-004313,Google Ads,2024-11-28,18-24,Male,London,United Kingdom,Basic,39.99
CUST-000944,Google Ads,2024-11-28,25-34,Male,Bengaluru,India,Free,28.94
CUST-004975,Google Ads,2024-11-28,35-44,Female,Los Angeles,United States,Basic,39.28
CUST-002484,Organic,2024-11-28,25-34,Male,Mumbai,India,Free,9.4
CUST-005890,Email,2024-11-28,35-44,Male,Los Angeles,United States,Basic,44.38
CUST-002160,TikTok,2024-11-28,18-24,Female,Manchester,United Kingdom,Free,26.01
CUST-004176,Google Ads,2024-11-28,35-44,Female,Vancouver,Canada,Premium,90.66
CUST-003685,Google Ads,2024-11-28,45-54,Female,Vancouver,Canada,Free,12.81
CUST-004271,Facebook,2024-11-28,35-44,Female,Austin,United States,Basic,42.74
CUST-004671,Google Ads,2024-11-28,35-44,Male,Austin,United States,Free,19.74
CUST-000020,Google Ads,2024-11-28,25-34,Female,Delhi,India,Basic,39.98
CUST-000694,Facebook,2024-11-28,18-24,Female,London,United Kingdom,Basic,47.64
CUST-002329,Facebook,2024-11-28,25-34,Female,London,United Kingdom,Basic,36.19
CUST-003022,Affiliate,2024-11-28,25-34,Male,Los Angeles,United States,Free,33.53
CUST-003325,Email,2024-11-28,25-34,Male,Pune,India,Basic,53.04
CUST-004261,Google Ads,2024-11-28,25-34,Male,Sydney,Australia,Enterprise,94.31
CUST-005653,Email,2024-11-28,35-44,Female,Montreal,Canada,Basic,76.85
CUST-003341,Google Ads,2024-11-28,55+,Male,Seattle,United States,Premium,62.87
CUST-005396,Google Ads,2024-11-28,18-24,Male,Mumbai,India,Basic,58.39
CUST-005755,Facebook,2024-11-28,35-44,Female,Mumbai,India,Free,27.37
CUST-005142,Email,2024-11-28,18-24,Female,New York,United States,Basic,44.37
CUST-002996,Google Ads,2024-11-28,25-34,Female,Manchester,United Kingdom,Free,24.23
CUST-004057,Email,2024-11-28,18-24,Other,Austin,United States,Enterprise,172.87
CUST-001331,Google Ads,2024-11-29,35-44,Female,Birmingham,United Kingdom,Premium,103.23
CUST-003167,Google Ads,2024-11-29,18-24,Female,Bengaluru,India,Premium,70.66
CUST-004725,Facebook,2024-11-29,45-54,Other,Sydney,Australia,Basic,62.73
CUST-004260,Google Ads,2024-11-29,18-24,Female,Seattle,United States,Basic,27.23
CUST-005698,Email,2024-11-29,45-54,Male,Manchester,United Kingdom,Basic,48.42
CUST-001350,Email,2024-11-29,25-34,Male,Delhi,India,Premium,91.88
CUST-003606,Google Ads,2024-11-29,45-54,Female,Austin,United States,Premium,96.48
CUST-001659,Email,2024-11-29,18-24,Female,Sydney,Australia,Enterprise,241.93
CUST-000943,Email,2024-11-29,25-34,Male,Melbourne,Australia,Premium,69.29
CUST-002676,Email,2024-11-29,18-24,Female,Sydney,Australia,Premium,144.71
CUST-003706,Google Ads,2024-11-29,18-24,Female,Bengaluru,India,Premium,119.41
CUST-003616,Facebook,2024-11-29,18-24,Female,Delhi,India,Basic,50.26
CUST-003255,Facebook,2024-11-29,18-24,Other,Austin,United States,Free,19.25
CUST-003470,Google Ads,2024-11-29,35-44,Female,New York,United States,Basic,46.49
CUST-000445,Google Ads,2024-11-29,45-54,Male,Austin,United States,Basic,37.63
CUST-000170,Google Ads,2024-11-29,25-34,Female,Birmingham,United Kingdom,Free,34.19
CUST-001112,Google Ads,2024-11-29,45-54,Female,Seattle,United States,Basic,42.16
CUST-004902,Email,2024-11-29,25-34,Male,Vancouver,Canada,Premium,98.45
CUST-000967,Instagram,2024-11-29,55+,Male,Los Angeles,United States,Premium,96.64
CUST-002807,Google Ads,2024-11-29,18-24,Male,Melbourne,Australia,Basic,67.56
CUST-002921,Email,2024-11-30,18-24,Female,Austin,United States,Basic,60.16
CUST-000979,Google Ads,2024-11-30,35-44,Female,Delhi,India,Enterprise,267.79
CUST-001950,Google Ads,2024-11-30,45-54,Female,Chicago,United States,Premium,108.17
CUST-005000,Google Ads,2024-11-30,25-34,Male,London,United Kingdom,Free,25.86
CUST-004929,Email,2024-11-30,35-44,Female,New York,United States,Premium,97.48
CUST-003495,Google Ads,2024-11-30,25-34,Male,Manchester,United Kingdom,Free,24.98
CUST-005710,Google Ads,2024-11-30,35-44,Male,Delhi,India,Free,17.03
CUST-005457,Google Ads,2024-11-30,25-34,Female,London,United Kingdom,Basic,58.06
CUST-004493,Facebook,2024-11-30,45-54,Male,London,United Kingdom,Free,7.85
CUST-004632,Google Ads,2024-11-30,18-24,Female,Los Angeles,United States,Free,28.02
CUST-004620,Organic,2024-11-30,45-54,Female,New York,United States,Free,20.77
CUST-002015,Email,2024-11-30,18-24,Male,London,United Kingdom,Premium,70.77
CUST-004616,Email,2024-11-30,45-54,Male,Montreal,Canada,Free,23.1
CUST-000619,Instagram,2024-11-30,25-34,Female,Birmingham,United Kingdom,Free,16.44
CUST-001256,Email,2024-11-30,35-44,Male,New York,United States,Free,24.87
CUST-002198,Facebook,2024-11-30,25-34,Female,Delhi,India,Free,20.92
CUST-004136,TikTok,2024-11-30,35-44,Male,Melbourne,Australia,Premium,105.79
CUST-005083,Email,2024-11-30,45-54,Female,Delhi,India,Free,25.05
CUST-004843,Email,2024-11-30,45-54,Male,Toronto,Canada,Basic,52.88
CUST-004112,Google Ads,2024-11-30,45-54,Male,Pune,India,Basic,40.84
CUST-000483,Google Ads,2024-11-30,25-34,Male,Austin,United States,Premium,112.46
CUST-005064,Email,2024-12-01,35-44,Female,Seattle,United States,Premium,119.46
CUST-000412,TikTok,2024-12-01,25-34,Female,Montreal,Canada,Basic,68.51
CUST-004266,Email,2024-12-01,25-34,Female,Delhi,India,Premium,85.15
CUST-003428,Google Ads,2024-12-01,45-54,Female,Manchester,United Kingdom,Premium,117.32
CUST-003377,Facebook,2024-12-01,18-24,Female,Bengaluru,India,Basic,38.83
CUST-005369,Email,2024-12-01,55+,Female,Austin,United States,Premium,84.36
CUST-005564,Google Ads,2024-12-01,18-24,Male,Seattle,United States,Basic,36.67
CUST-001853,Google Ads,2024-12-01,18-24,Male,Pune,India,Basic,53.17
CUST-005196,Email,2024-12-01,35-44,Female,Delhi,India,Free,19.18
CUST-001944,Facebook,2024-12-01,35-44,Female,Seattle,United States,Basic,50.79
CUST-003632,Email,2024-12-01,35-44,Male,Sydney,Australia,Basic,54.92
CUST-004599,Google Ads,2024-12-01,45-54,Male,Los Angeles,United States,Enterprise,300.51
CUST-000296,Email,2024-12-01,35-44,Other,Manchester,United Kingdom,Premium,78.23
CUST-002855,Email,2024-12-01,55+,Female,Toronto,Canada,Free,17.8
CUST-005550,Facebook,2024-12-01,18-24,Male,Manchester,United Kingdom,Basic,57.44
CUST-003690,Email,2024-12-01,18-24,Male,Seattle,United States,Premium,94.28
CUST-005617,Organic,2024-12-01,25-34,Female,Mumbai,India,Enterprise,225.26
CUST-001296,Google Ads,2024-12-01,45-54,Male,Seattle,United States,Basic,49.7
CUST-000172,Instagram,2024-12-01,45-54,Male,Melbourne,Australia,Enterprise,280.12
