transaction_id,customer_id,transaction_date,product_category,amount,discount,profit,refund_flag
TXN-535474,CUST-003079,2025-02-28,Beauty,105.73,0.0,58.15,False
TXN-529210,CUST-005040,2025-02-28,Home & Garden,35.7,0.0,12.5,False
TXN-511872,CUST-003653,2025-02-28,Electronics,114.12,0.0,20.54,False
TXN-535511,CUST-001873,2025-02-28,Home & Garden,52.27,0.0,18.29,False
TXN-516116,CUST-005591,2025-02-28,Apparel,19.4,0.0,8.73,False
TXN-519109,CUST-002279,2025-02-28,Beauty,76.28,0.05,39.86,False
TXN-506714,CUST-004582,2025-02-28,Electronics,274.81,0.0,49.47,False
TXN-523207,CUST-002485,2025-02-28,Beauty,71.47,0.05,37.34,False
TXN-529538,CUST-001401,2025-02-28,Beauty,86.37,0.15,40.38,False
TXN-533215,CUST-001904,2025-02-28,Software Add-ons,258.22,0.05,176.63,False
TXN-509920,CUST-000237,2025-02-28,Electronics,126.13,0.1,20.43,False
TXN-506981,CUST-002766,2025-02-28,Beauty,189.6,0.15,88.64,False
TXN-509789,CUST-000748,2025-02-28,Home & Garden,23.22,0.0,8.13,False
TXN-521699,CUST-005337,2025-02-28,Apparel,77.51,0.0,-9.3,True
TXN-535484,CUST-001506,2025-02-28,Beauty,186.77,0.0,-22.41,True
TXN-520196,CUST-005898,2025-02-28,Electronics,63.0,0.05,10.77,False
TXN-533866,CUST-000774,2025-02-28,Sports & Outdoors,39.96,0.0,15.98,False
TXN-535499,CUST-000501,2025-02-28,Home & Garden,18.02,0.0,6.31,False
TXN-535501,CUST-002756,2025-02-28,Beauty,37.55,0.2,16.52,False
TXN-526807,CUST-005307,2025-02-28,Beauty,155.16,0.0,85.34,False
TXN-505981,CUST-002971,2025-02-28,Electronics,64.78,0.05,11.08,False
TXN-535520,CUST-001572,2025-02-28,Software Add-ons,69.29,0.1,44.9,False
TXN-500965,CUST-000290,2025-02-28,Home & Garden,54.18,0.0,18.96,False
TXN-532881,CUST-005700,2025-02-28,Beauty,143.09,0.05,74.76,False
TXN-533907,CUST-004672,2025-02-28,Apparel,65.71,0.0,29.57,False
TXN-532989,CUST-002106,2025-02-28,Electronics,44.96,0.0,8.09,False
TXN-532001,CUST-002488,2025-02-28,Electronics,53.69,0.1,8.7,False
TXN-531436,CUST-004933,2025-02-28,Home & Garden,20.24,0.3,4.96,False
TXN-526184,CUST-003401,2025-02-28,Apparel,315.17,0.15,120.55,False
TXN-525503,CUST-005922,2025-02-28,Electronics,67.52,0.0,12.15,False
TXN-515015,CUST-001891,2025-02-28,Beauty,194.01,0.1,96.03,False
TXN-515538,CUST-001049,2025-02-28,Home & Garden,25.75,0.05,8.56,False
TXN-518622,CUST-004732,2025-02-28,Software Add-ons,26.99,0.0,19.43,False
TXN-514762,CUST-005346,2025-02-28,Beauty,13.52,0.15,6.32,False
TXN-519892,CUST-003648,2025-02-28,Software Add-ons,81.89,0.05,56.02,False
TXN-526330,CUST-003274,2025-02-28,Software Add-ons,44.29,0.3,22.32,False
TXN-533446,CUST-004995,2025-02-28,Software Add-ons,62.44,0.3,-5.25,True
TXN-507001,CUST-002330,2025-02-28,Apparel,32.64,0.05,13.95,False
TXN-526674,CUST-005894,2025-02-28,Sports & Outdoors,89.21,0.1,32.12,False
TXN-505400,CUST-000027,2025-02-28,Beauty,68.14,0.05,35.6,False
TXN-535541,CUST-002850,2025-02-28,Software Add-ons,256.66,0.0,184.8,False
TXN-517676,CUST-004944,2025-02-28,Electronics,76.55,0.15,11.71,False
TXN-519422,CUST-002644,2025-02-28,Apparel,64.55,0.05,27.6,False
TXN-504181,CUST-000740,2025-02-28,Sports & Outdoors,66.77,0.0,26.71,False
TXN-535534,CUST-001424,2025-02-28,Home & Garden,92.43,0.0,32.35,False
TXN-526046,CUST-004868,2025-02-28,Apparel,35.53,0.05,15.19,False
TXN-535555,CUST-003541,2025-02-28,Electronics,40.02,0.1,6.48,False
TXN-523581,CUST-003706,2025-02-28,Beauty,108.33,0.1,53.63,False
TXN-514052,CUST-004270,2025-02-28,Software Add-ons,74.72,0.0,53.8,False
TXN-528186,CUST-000545,2025-02-28,Electronics,320.42,0.05,54.79,False
TXN-512151,CUST-000468,2025-02-28,Electronics,69.87,0.0,12.58,False
TXN-535528,CUST-002431,2025-02-28,Electronics,65.28,0.1,10.58,False
TXN-518898,CUST-001287,2025-02-28,Apparel,54.32,0.0,24.44,False
TXN-521056,CUST-002150,2025-02-28,Apparel,63.07,0.1,25.54,False
TXN-534389,CUST-001790,2025-02-28,Software Add-ons,69.57,0.1,45.08,False
TXN-526907,CUST-002736,2025-02-28,Apparel,35.95,0.1,-3.88,True
TXN-517606,CUST-003849,2025-02-28,Home & Garden,152.06,0.15,45.24,False
TXN-535540,CUST-000345,2025-02-28,Home & Garden,52.67,0.0,18.43,False
TXN-528733,CUST-004032,2025-02-28,Electronics,37.71,0.15,5.77,False
TXN-528693,CUST-000439,2025-02-28,Beauty,105.96,0.0,58.28,False
TXN-512793,CUST-004788,2025-02-28,Apparel,60.3,0.0,27.14,False
TXN-530422,CUST-005553,2025-02-28,Software Add-ons,298.22,0.2,171.77,False
TXN-528816,CUST-003360,2025-02-28,Electronics,69.27,0.05,11.84,False
TXN-524970,CUST-001358,2025-02-28,Electronics,109.87,0.0,19.78,False
TXN-528054,CUST-000920,2025-02-28,Sports & Outdoors,24.51,0.15,-2.5,True
TXN-508350,CUST-002043,2025-02-28,Apparel,100.21,0.05,42.84,False
TXN-532629,CUST-005383,2025-02-28,Apparel,97.95,0.05,41.88,False
TXN-534563,CUST-005058,2025-02-28,Apparel,205.41,0.05,87.81,False
TXN-532583,CUST-000179,2025-02-28,Apparel,25.44,0.2,9.16,False
TXN-535565,CUST-001223,2025-02-28,Apparel,25.13,0.1,10.18,False
TXN-508456,CUST-001923,2025-02-28,Home & Garden,35.35,0.1,11.13,False
TXN-506150,CUST-002912,2025-02-28,Beauty,42.94,0.2,18.89,False
TXN-528898,CUST-003775,2025-02-28,Electronics,23.41,0.05,4.0,False
TXN-508515,CUST-002934,2025-02-28,Beauty,22.29,0.05,11.65,False
TXN-508682,CUST-005738,2025-03-01,Apparel,151.24,0.15,57.85,False
TXN-506815,CUST-003739,2025-03-01,Home & Garden,26.03,0.0,9.11,False
TXN-514133,CUST-004044,2025-03-01,Beauty,73.43,0.2,32.31,False
TXN-528984,CUST-000216,2025-03-01,Sports & Outdoors,30.06,0.0,12.02,False
TXN-527256,CUST-001977,2025-03-01,Software Add-ons,115.42,0.0,83.1,False
TXN-530042,CUST-001073,2025-03-01,Home & Garden,31.24,0.1,9.84,False
TXN-520132,CUST-005257,2025-03-01,Beauty,52.82,0.05,27.6,False
TXN-534507,CUST-005090,2025-03-01,Sports & Outdoors,252.57,0.05,95.97,False
TXN-523873,CUST-004599,2025-03-01,Sports & Outdoors,237.27,0.0,94.91,False
TXN-529459,CUST-000923,2025-03-01,Sports & Outdoors,32.0,0.1,11.52,False
TXN-535627,CUST-003052,2025-03-01,Electronics,63.59,0.3,8.01,False
TXN-523772,CUST-004843,2025-03-01,Home & Garden,59.47,0.0,20.81,False
TXN-535568,CUST-002946,2025-03-01,Home & Garden,256.47,0.0,89.76,False
TXN-535631,CUST-005589,2025-03-01,Electronics,49.41,0.0,8.89,False
TXN-529488,CUST-002857,2025-03-01,Home & Garden,104.64,0.15,-10.67,True
TXN-534224,CUST-003383,2025-03-01,Apparel,94.86,0.15,36.28,False
TXN-517889,CUST-003583,2025-03-01,Home & Garden,83.18,0.2,23.29,False
TXN-530319,CUST-001642,2025-03-01,Software Add-ons,22.87,0.0,16.47,False
TXN-530721,CUST-002782,2025-03-01,Electronics,173.63,0.0,31.25,False
TXN-501124,CUST-002075,2025-03-01,Electronics,97.4,0.0,17.53,False
TXN-530200,CUST-000090,2025-03-01,Beauty,91.7,0.0,50.43,False
TXN-510530,CUST-004791,2025-03-01,Electronics,190.63,0.2,27.45,False
TXN-517167,CUST-002350,2025-03-01,Home & Garden,20.38,0.15,6.06,False
TXN-527314,CUST-000755,2025-03-01,Home & Garden,40.91,0.0,14.32,False
TXN-506772,CUST-003083,2025-03-01,Home & Garden,133.14,0.0,46.6,False
TXN-518909,CUST-003362,2025-03-01,Sports & Outdoors,72.92,0.0,29.17,False
TXN-529314,CUST-003936,2025-03-01,Beauty,20.6,0.1,10.2,False
TXN-519569,CUST-003765,2025-03-01,Sports & Outdoors,65.77,0.3,18.41,False
TXN-531390,CUST-002873,2025-03-01,Beauty,35.39,0.0,19.46,False
TXN-534830,CUST-002114,2025-03-01,Beauty,106.08,0.0,58.35,False
TXN-531570,CUST-004147,2025-03-01,Apparel,42.81,0.15,16.37,False
TXN-522658,CUST-005174,2025-03-01,Sports & Outdoors,239.82,0.05,91.13,False
TXN-522157,CUST-000879,2025-03-01,Beauty,60.43,0.05,31.57,False
TXN-519597,CUST-001699,2025-03-01,Home & Garden,44.61,0.05,14.83,False
TXN-535618,CUST-000084,2025-03-01,Apparel,37.19,0.2,13.39,False
TXN-518427,CUST-003707,2025-03-01,Software Add-ons,88.79,0.0,63.93,False
TXN-508624,CUST-004442,2025-03-01,Apparel,205.83,0.15,78.73,False
TXN-514593,CUST-000200,2025-03-01,Beauty,235.14,0.0,129.33,False
TXN-525963,CUST-000316,2025-03-01,Electronics,37.69,0.2,5.43,False
TXN-521173,CUST-005415,2025-03-01,Apparel,109.1,0.15,41.73,False
TXN-503048,CUST-003930,2025-03-01,Electronics,12.29,0.0,2.21,False
TXN-510566,CUST-001153,2025-03-01,Electronics,61.61,0.0,11.09,False
TXN-523754,CUST-004136,2025-03-01,Sports & Outdoors,36.73,0.0,14.69,False
TXN-518321,CUST-001062,2025-03-01,Electronics,9.63,0.15,-0.98,True
TXN-535605,CUST-004574,2025-03-01,Sports & Outdoors,229.01,0.05,87.02,False
TXN-528088,CUST-005637,2025-03-01,Home & Garden,97.55,0.0,34.14,False
TXN-532920,CUST-005107,2025-03-01,Apparel,115.63,0.0,52.03,False
TXN-516464,CUST-003438,2025-03-01,Beauty,18.13,0.0,9.97,False
TXN-515429,CUST-004972,2025-03-01,Home & Garden,88.25,0.05,29.34,False
TXN-533990,CUST-001499,2025-03-01,Apparel,105.22,0.0,47.35,False
TXN-504090,CUST-004926,2025-03-01,Sports & Outdoors,129.8,0.05,49.32,False
TXN-531293,CUST-000561,2025-03-01,Home & Garden,63.87,0.2,17.88,False
TXN-525401,CUST-004198,2025-03-01,Electronics,116.73,0.2,16.81,False
TXN-503610,CUST-002612,2025-03-01,Apparel,114.85,0.1,46.51,False
TXN-517689,CUST-004743,2025-03-01,Beauty,41.59,0.0,22.87,False
TXN-522939,CUST-001422,2025-03-01,Home & Garden,105.44,0.0,36.9,False
TXN-530152,CUST-001715,2025-03-01,Apparel,88.19,0.15,33.73,False
TXN-535596,CUST-003935,2025-03-01,Beauty,53.27,0.0,29.3,False
TXN-526090,CUST-005232,2025-03-01,Home & Garden,118.38,0.3,29.0,False
TXN-532113,CUST-002041,2025-03-01,Apparel,251.15,0.05,107.37,False
TXN-515084,CUST-000904,2025-03-01,Sports & Outdoors,61.67,0.05,23.43,False
TXN-510688,CUST-003429,2025-03-01,Sports & Outdoors,25.27,0.05,9.6,False
TXN-522338,CUST-005343,2025-03-01,Electronics,25.8,0.0,4.64,False
TXN-531197,CUST-003834,2025-03-01,Apparel,87.86,0.0,39.54,False
TXN-505664,CUST-002199,2025-03-01,Apparel,69.86,0.15,26.72,False
TXN-509223,CUST-000443,2025-03-01,Software Add-ons,58.76,0.0,42.31,False
TXN-512885,CUST-002841,2025-03-01,Beauty,26.71,0.15,-2.72,True
TXN-522445,CUST-003330,2025-03-01,Apparel,48.13,0.0,21.66,False
TXN-532593,CUST-001084,2025-03-01,Sports & Outdoors,129.34,0.0,51.73,False
TXN-521017,CUST-003136,2025-03-01,Beauty,70.67,0.05,36.93,False
TXN-535647,CUST-000886,2025-03-01,Software Add-ons,40.74,0.05,27.87,False
TXN-532521,CUST-002468,2025-03-01,Sports & Outdoors,68.18,0.15,23.18,False
TXN-533173,CUST-000388,2025-03-01,Beauty,67.13,0.0,36.92,False
TXN-505137,CUST-002082,2025-03-01,Apparel,39.03,0.0,17.56,False
TXN-516935,CUST-002165,2025-03-01,Beauty,74.56,0.0,41.01,False
TXN-534292,CUST-004497,2025-03-01,Electronics,110.68,0.05,18.93,False
TXN-526622,CUST-005783,2025-03-01,Electronics,43.57,0.1,7.06,False
TXN-535586,CUST-004861,2025-03-01,Beauty,90.83,0.1,44.96,False
TXN-535642,CUST-005132,2025-03-01,Software Add-ons,25.09,0.05,-2.86,True
TXN-535595,CUST-000852,2025-03-01,Beauty,36.76,0.1,18.2,False
TXN-522524,CUST-001249,2025-03-01,Home & Garden,160.28,0.05,53.29,False
TXN-524906,CUST-004737,2025-03-01,Software Add-ons,52.32,0.2,30.14,False
TXN-531737,CUST-002778,2025-03-01,Software Add-ons,40.3,0.0,29.01,False
TXN-528518,CUST-005638,2025-03-01,Electronics,44.87,0.3,5.65,False
TXN-534166,CUST-005387,2025-03-02,Electronics,64.25,0.0,11.57,False
TXN-506161,CUST-005793,2025-03-02,Sports & Outdoors,55.76,0.0,22.3,False
TXN-520995,CUST-004294,2025-03-02,Apparel,39.93,0.15,15.27,False
TXN-503959,CUST-005344,2025-03-02,Electronics,131.35,0.05,22.46,False
TXN-500606,CUST-005325,2025-03-02,Apparel,87.56,0.05,37.43,False
TXN-525436,CUST-004896,2025-03-02,Electronics,23.68,0.1,3.84,False
TXN-533882,CUST-003882,2025-03-02,Home & Garden,195.94,0.0,68.58,False
TXN-524912,CUST-001402,2025-03-02,Home & Garden,71.18,0.0,24.91,False
TXN-528499,CUST-004965,2025-03-02,Apparel,76.92,0.05,32.88,False
TXN-519011,CUST-000720,2025-03-02,Home & Garden,69.89,0.0,24.46,False
TXN-525827,CUST-000002,2025-03-02,Apparel,25.4,0.0,11.43,False
TXN-523093,CUST-001408,2025-03-02,Electronics,246.54,0.1,39.94,False
TXN-500060,CUST-001125,2025-03-02,Sports & Outdoors,54.6,0.0,21.84,False
TXN-535679,CUST-003368,2025-03-02,Software Add-ons,91.83,0.3,46.28,False
TXN-531077,CUST-002191,2025-03-02,Home & Garden,76.62,0.15,22.79,False
TXN-535677,CUST-001864,2025-03-02,Electronics,29.66,0.05,5.07,False
TXN-530446,CUST-001700,2025-03-02,Apparel,228.41,0.0,102.78,False
TXN-535140,CUST-005252,2025-03-02,Apparel,111.29,0.0,50.08,False
TXN-535654,CUST-004524,2025-03-02,Home & Garden,15.1,0.05,5.02,False
TXN-524064,CUST-004274,2025-03-02,Home & Garden,216.94,0.2,60.74,False
TXN-508971,CUST-000414,2025-03-02,Electronics,43.1,0.1,6.98,False
TXN-523126,CUST-000768,2025-03-02,Sports & Outdoors,27.55,0.05,10.47,False
TXN-530967,CUST-004876,2025-03-02,Apparel,77.54,0.05,33.15,False
TXN-527868,CUST-001799,2025-03-02,Apparel,69.13,0.0,31.11,False
TXN-502927,CUST-004936,2025-03-02,Sports & Outdoors,54.22,0.0,21.69,False
TXN-504574,CUST-001072,2025-03-02,Electronics,53.02,0.15,8.11,False
TXN-502855,CUST-004470,2025-03-02,Electronics,16.27,0.1,2.64,False
TXN-510508,CUST-004550,2025-03-02,Home & Garden,303.41,0.05,100.88,False
TXN-531689,CUST-003313,2025-03-02,Sports & Outdoors,175.38,0.0,70.15,False
TXN-503890,CUST-003146,2025-03-02,Beauty,17.16,0.0,9.44,False
TXN-512052,CUST-000456,2025-03-02,Electronics,39.44,0.0,7.1,False
TXN-519413,CUST-000324,2025-03-02,Electronics,275.62,0.2,39.69,False
TXN-525902,CUST-004295,2025-03-02,Home & Garden,18.45,0.0,6.46,False
TXN-522709,CUST-005201,2025-03-02,Apparel,250.56,0.05,107.11,False
TXN-535071,CUST-004797,2025-03-02,Electronics,85.68,0.05,14.65,False
TXN-525482,CUST-001096,2025-03-02,Beauty,15.41,0.05,8.05,False
TXN-512813,CUST-003224,2025-03-02,Electronics,112.49,0.05,19.24,False
TXN-529207,CUST-000826,2025-03-02,Home & Garden,71.45,0.0,25.01,False
TXN-532615,CUST-000551,2025-03-02,Beauty,115.83,0.0,63.71,False
TXN-532505,CUST-004900,2025-03-02,Beauty,56.45,0.05,29.5,False
TXN-535693,CUST-003132,2025-03-02,Electronics,23.43,0.0,4.22,False
TXN-522471,CUST-003597,2025-03-02,Apparel,80.74,0.0,36.33,False
TXN-527908,CUST-001759,2025-03-02,Sports & Outdoors,220.47,0.15,74.96,False
TXN-530952,CUST-003137,2025-03-02,Sports & Outdoors,104.22,0.05,39.6,False
TXN-514448,CUST-005329,2025-03-02,Electronics,188.45,0.2,27.14,False
TXN-513003,CUST-000146,2025-03-02,Electronics,50.38,0.05,8.61,False
TXN-532580,CUST-004487,2025-03-02,Apparel,79.56,0.2,28.64,False
TXN-517472,CUST-000945,2025-03-02,Home & Garden,68.53,0.05,22.79,False
TXN-507564,CUST-000171,2025-03-02,Apparel,56.13,0.05,24.0,False
TXN-520705,CUST-002917,2025-03-02,Software Add-ons,38.26,0.05,26.17,False
TXN-535683,CUST-005324,2025-03-02,Electronics,84.24,0.0,15.16,False
TXN-535664,CUST-002180,2025-03-02,Beauty,121.58,0.0,66.87,False
TXN-533580,CUST-004257,2025-03-02,Sports & Outdoors,108.94,0.0,43.58,False
TXN-524705,CUST-005598,2025-03-02,Apparel,22.57,0.15,8.63,False
TXN-535658,CUST-003704,2025-03-02,Sports & Outdoors,25.65,0.1,9.23,False
TXN-533694,CUST-003464,2025-03-02,Beauty,74.49,0.05,38.92,False
TXN-535657,CUST-001029,2025-03-02,Apparel,51.01,0.0,22.95,False
TXN-519611,CUST-004078,2025-03-02,Electronics,129.04,0.0,23.23,False
TXN-519790,CUST-005974,2025-03-02,Sports & Outdoors,306.25,0.0,122.5,False
TXN-529644,CUST-001753,2025-03-02,Sports & Outdoors,12.75,0.1,4.59,False
TXN-533054,CUST-002089,2025-03-02,Home & Garden,108.46,0.15,32.27,False
TXN-535308,CUST-001419,2025-03-02,Sports & Outdoors,153.84,0.05,58.46,False
TXN-520343,CUST-004265,2025-03-02,Apparel,26.44,0.05,11.3,False
TXN-530216,CUST-002553,2025-03-02,Apparel,48.86,0.05,20.89,False
TXN-529807,CUST-004890,2025-03-02,Apparel,115.44,0.05,49.35,False
TXN-527563,CUST-003012,2025-03-02,Apparel,31.52,0.0,14.18,False
TXN-502405,CUST-003398,2025-03-02,Electronics,89.2,0.2,12.84,False
TXN-508187,CUST-003546,2025-03-02,Home & Garden,249.98,0.0,87.49,False
TXN-529017,CUST-001652,2025-03-02,Sports & Outdoors,154.44,0.0,61.78,False
TXN-514803,CUST-005985,2025-03-02,Home & Garden,224.25,0.0,78.49,False
TXN-522068,CUST-002155,2025-03-02,Apparel,85.31,0.15,32.63,False
TXN-503820,CUST-001192,2025-03-02,Apparel,57.24,0.0,25.76,False
TXN-513274,CUST-002499,2025-03-02,Home & Garden,78.78,0.0,-9.45,True
TXN-531192,CUST-000040,2025-03-02,Home & Garden,30.78,0.0,10.77,False
TXN-500295,CUST-001814,2025-03-02,Apparel,114.26,0.05,48.85,False
TXN-529517,CUST-003267,2025-03-02,Apparel,77.94,0.3,24.55,False
TXN-523917,CUST-005617,2025-03-02,Home & Garden,294.95,0.0,103.23,False
TXN-523805,CUST-005064,2025-03-02,Apparel,100.7,0.1,40.78,False
TXN-528709,CUST-000756,2025-03-02,Beauty,21.37,0.0,11.75,False
TXN-510426,CUST-001482,2025-03-02,Sports & Outdoors,60.74,0.0,24.3,False
TXN-533944,CUST-005736,2025-03-02,Electronics,139.08,0.05,23.78,False
TXN-503342,CUST-005189,2025-03-02,Software Add-ons,38.27,0.1,24.8,False
TXN-525200,CUST-004221,2025-03-02,Home & Garden,40.54,0.0,14.19,False
TXN-509676,CUST-000730,2025-03-02,Electronics,21.42,0.3,2.7,False
TXN-511743,CUST-003489,2025-03-02,Home & Garden,172.19,0.05,57.25,False
TXN-522087,CUST-003260,2025-03-02,Electronics,189.18,0.0,34.05,False
TXN-521407,CUST-003802,2025-03-02,Home & Garden,78.74,0.0,27.56,False
TXN-516124,CUST-002356,2025-03-02,Beauty,64.67,0.2,28.46,False
TXN-530275,CUST-004019,2025-03-03,Beauty,73.53,0.0,40.44,False
TXN-534980,CUST-002118,2025-03-03,Sports & Outdoors,212.64,0.0,85.06,False
TXN-520829,CUST-002271,2025-03-03,Home & Garden,50.53,0.0,17.69,False
TXN-517046,CUST-000121,2025-03-03,Sports & Outdoors,26.12,0.0,10.45,False
TXN-527624,CUST-001292,2025-03-03,Beauty,64.74,0.0,35.61,False
TXN-518820,CUST-000870,2025-03-03,Electronics,46.3,0.2,6.67,False
TXN-529720,CUST-005849,2025-03-03,Software Add-ons,60.85,0.05,41.62,False
TXN-533479,CUST-003574,2025-03-03,Electronics,40.63,0.0,7.31,False
TXN-507493,CUST-003571,2025-03-03,Sports & Outdoors,47.59,0.0,19.04,False
TXN-519039,CUST-000502,2025-03-03,Electronics,96.65,0.0,17.4,False
TXN-521700,CUST-005337,2025-03-03,Beauty,47.58,0.0,26.17,False
TXN-524816,CUST-001549,2025-03-03,Home & Garden,54.21,0.0,18.97,False
TXN-532755,CUST-003566,2025-03-03,Beauty,124.4,0.0,68.42,False
TXN-534055,CUST-000149,2025-03-03,Electronics,133.72,0.0,24.07,False
TXN-522607,CUST-004618,2025-03-03,Apparel,18.7,0.0,8.41,False
TXN-530613,CUST-001505,2025-03-03,Apparel,60.55,0.1,24.52,False
TXN-528618,CUST-003621,2025-03-03,Home & Garden,49.26,0.05,16.38,False
TXN-535695,CUST-001245,2025-03-03,Home & Garden,83.61,0.0,29.26,False
TXN-531602,CUST-005975,2025-03-03,Apparel,239.52,0.15,91.62,False
TXN-527217,CUST-000487,2025-03-03,Apparel,31.62,0.0,14.23,False
TXN-527808,CUST-004407,2025-03-03,Beauty,24.14,0.05,12.61,False
TXN-530790,CUST-005378,2025-03-03,Electronics,87.33,0.0,15.72,False
TXN-533096,CUST-001106,2025-03-03,Apparel,8.22,0.15,3.15,False
TXN-517528,CUST-002683,2025-03-03,Apparel,141.18,0.0,63.53,False
TXN-526715,CUST-005267,2025-03-03,Apparel,56.01,0.0,25.21,False
TXN-506400,CUST-000701,2025-03-03,Beauty,66.55,0.15,31.11,False
TXN-514419,CUST-000076,2025-03-03,Electronics,132.09,0.0,23.78,False
TXN-527055,CUST-003764,2025-03-03,Software Add-ons,72.11,0.1,46.73,False
TXN-503947,CUST-001917,2025-03-03,Apparel,15.65,0.0,7.04,False
TXN-531542,CUST-002731,2025-03-03,Beauty,31.9,0.1,15.79,False
TXN-528180,CUST-002750,2025-03-03,Electronics,81.51,0.05,13.94,False
TXN-527042,CUST-003308,2025-03-03,Software Add-ons,36.78,0.1,23.83,False
TXN-500211,CUST-002502,2025-03-03,Software Add-ons,93.99,0.1,60.9,False
TXN-527194,CUST-001190,2025-03-03,Sports & Outdoors,50.38,0.2,16.12,False
TXN-517069,CUST-000770,2025-03-03,Apparel,55.67,0.05,23.8,False
TXN-522306,CUST-005853,2025-03-03,Beauty,105.07,0.15,49.12,False
TXN-516428,CUST-000568,2025-03-03,Electronics,95.96,0.0,17.27,False
TXN-535718,CUST-003817,2025-03-03,Electronics,20.19,0.0,3.63,False
TXN-512711,CUST-000110,2025-03-03,Sports & Outdoors,66.78,0.1,24.04,False
TXN-506587,CUST-001717,2025-03-03,Electronics,101.25,0.0,18.23,False
TXN-535196,CUST-003671,2025-03-03,Beauty,106.46,0.15,49.77,False
TXN-535521,CUST-001572,2025-03-03,Software Add-ons,46.41,0.1,30.07,False
TXN-527603,CUST-003399,2025-03-03,Home & Garden,47.03,0.05,15.64,False
TXN-513749,CUST-002120,2025-03-03,Home & Garden,24.07,0.2,6.74,False
TXN-523863,CUST-001944,2025-03-03,Home & Garden,65.32,0.05,21.72,False
TXN-520678,CUST-001857,2025-03-03,Beauty,29.56,0.05,15.44,False
TXN-518720,CUST-003491,2025-03-03,Software Add-ons,71.77,0.0,51.68,False
TXN-512118,CUST-004430,2025-03-03,Electronics,48.1,0.1,7.79,False
TXN-527135,CUST-001732,2025-03-03,Sports & Outdoors,187.22,0.05,71.14,False
TXN-520921,CUST-000267,2025-03-03,Software Add-ons,25.35,0.1,16.42,False
TXN-527703,CUST-005186,2025-03-03,Home & Garden,90.98,0.05,30.25,False
TXN-510829,CUST-004809,2025-03-03,Apparel,81.35,0.0,36.61,False
TXN-528859,CUST-004847,2025-03-03,Electronics,54.32,0.2,-5.21,True
TXN-535708,CUST-003220,2025-03-03,Electronics,46.86,0.0,8.43,False
TXN-520560,CUST-004811,2025-03-03,Home & Garden,32.91,0.0,11.52,False
TXN-505204,CUST-002477,2025-03-03,Software Add-ons,149.23,0.0,107.44,False
TXN-527020,CUST-002865,2025-03-03,Electronics,97.68,0.0,17.58,False
TXN-526651,CUST-002482,2025-03-03,Software Add-ons,67.54,0.0,48.63,False
TXN-531155,CUST-005047,2025-03-03,Beauty,105.49,0.05,55.12,False
TXN-513396,CUST-000913,2025-03-03,Apparel,50.1,0.0,22.54,False
TXN-527146,CUST-004452,2025-03-03,Home & Garden,29.1,0.1,9.17,False
TXN-519586,CUST-001142,2025-03-03,Home & Garden,60.16,0.1,18.95,False
TXN-532715,CUST-003222,2025-03-03,Home & Garden,41.96,0.15,12.48,False
TXN-503128,CUST-004207,2025-03-03,Sports & Outdoors,24.51,0.0,9.8,False
TXN-500889,CUST-002785,2025-03-03,Home & Garden,58.63,0.3,14.36,False
TXN-521245,CUST-004695,2025-03-03,Software Add-ons,37.89,0.2,21.83,False
TXN-523605,CUST-000445,2025-03-03,Beauty,63.35,0.1,31.36,False
TXN-532394,CUST-005352,2025-03-03,Home & Garden,124.9,0.2,34.97,False
TXN-527328,CUST-001863,2025-03-03,Home & Garden,144.43,0.1,45.49,False
TXN-532392,CUST-004178,2025-03-03,Electronics,26.75,0.05,4.57,False
TXN-522375,CUST-005612,2025-03-03,Electronics,95.33,0.05,16.3,False
TXN-531789,CUST-005392,2025-03-03,Electronics,81.12,0.05,13.87,False
TXN-505230,CUST-001526,2025-03-03,Software Add-ons,162.12,0.05,110.89,False
TXN-527355,CUST-001218,2025-03-03,Beauty,109.17,0.0,60.05,False
TXN-527031,CUST-001675,2025-03-03,Electronics,27.5,0.0,4.95,False
TXN-516975,CUST-001550,2025-03-03,Apparel,180.03,0.1,72.91,False
TXN-533813,CUST-002203,2025-03-03,Home & Garden,139.38,0.2,39.03,False
TXN-512295,CUST-001971,2025-03-03,Electronics,94.13,0.2,13.55,False
TXN-510716,CUST-005673,2025-03-03,Home & Garden,20.89,0.05,6.95,False
TXN-522754,CUST-000885,2025-03-03,Apparel,211.36,0.05,90.36,False
TXN-529658,CUST-000793,2025-03-03,Home & Garden,50.44,0.0,17.65,False
TXN-502156,CUST-001657,2025-03-03,Electronics,12.62,0.15,1.93,False
TXN-520300,CUST-000607,2025-03-03,Electronics,127.02,0.2,18.29,False
TXN-530641,CUST-000051,2025-03-03,Beauty,25.63,0.1,12.69,False
TXN-532415,CUST-005860,2025-03-03,Software Add-ons,98.9,0.05,67.65,False
TXN-508275,CUST-001989,2025-03-03,Apparel,189.9,0.1,76.91,False
TXN-515214,CUST-004366,2025-03-03,Sports & Outdoors,32.4,0.0,12.96,False
TXN-531457,CUST-005961,2025-03-03,Sports & Outdoors,297.0,0.1,106.92,False
TXN-508769,CUST-003584,2025-03-03,Software Add-ons,184.21,0.0,132.63,False
TXN-532295,CUST-005032,2025-03-03,Software Add-ons,73.65,0.0,53.03,False
TXN-520212,CUST-003874,2025-03-03,Beauty,23.26,0.1,11.51,False
